"IMAGE","GN","CN","ACCT_NO","CONT_NO","LINE_NO","LINE_STAT","SERV_CODE","BILL_CYCL","DISTRICT","TENURE","CHURN","SECURED_REVENUE","CHURN_REASON","CHURN_GROUP","CURRENT_MTH_CHURN","COSTCENTRE"
31-MAR-19,"GN99999","CN99999999","95122891","001","000082784","AC","VS100DUR","01","KWAI CHUNG",32,"N",702.39,"","","N","SCFY"
31-MAR-19,"GN05910","CN00008831","75916957","002","000092942","AC","VS100FSN","01","KWUN TONG",144,"N",4129.68,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95356507","001","000085436","AC","VS100F8N","01","CENTRAL DISTRICT",26,"N",1080,"","","N","SCFY"
31-MAR-19,"GN06165","CN00009126","93789626","001","000063679","AC","VS100FSN","01","SAN PO KONG",83,"N",5548,"","","N","SCFY"
31-MAR-19,"GN03888","CN00006328","70268313","002","000008939","AC","EP2M2MFMXX","01","SHA TIN",220,"N",0,"","","N","SCFD"
31-MAR-19,"GN06233","CN00009197","94103165","001","000077246","AC","VS100DUR","01","WAN CHAI",70,"N",1970,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94207073","001","000069605","AC","VS100FSN","01","CENTRAL DISTRICT",65,"N",248,"","","N","SCFY"
31-MAR-19,"GN00791","CN00000617","94732732","003","000081349","AC","PF100FSR","01","SHEK KIP MEI",44,"N",36946.12,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","95661492","001","000088911","AC","PF100DUP","01","SAU MAU PING",17,"N",140,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","90706433","001","000033497","AC","VAXMXMFSXX","01","KWAI CHUNG",125,"N",307,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95922522","001","000091679","AC","PF100DUV","01","FANLING",12,"N",105,"","","N","SCFY"
31-MAR-19,"GN00085","CN00000111","90849308","003","000092786","AC","PF1000F6H","01","TAI PO",123,"N",14900,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","73996811","001","000014899","AC","VS030DUN","01","WONG CHUK HANG",169,"N",354.71,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94132511","001","000068475","AC","VS100FSN","01","CHEUNG SHA WAN",68,"N",319,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","76565217","001","000026047","AC","VS100DUR","01","KWUN TONG",140,"N",248,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","75079236","001","000020137","AC","VS030DUN","01","TUEN MUN",154,"N",225,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","76876036","001","000026557","AC","VS100DUR","01","SHA TIN",139,"Y",199,"Closing Business","Closing Business","N","SCFY"
31-MAR-19,"GN99999","CN99999999","90505215","001","000054511","AC","VS100DUN","01","TSUEN WAN",128,"N",165,"","","N","SCFY"
31-MAR-19,"GN01917","CN00005552","76559616","007","000090598","AC","PF100F6H","01","KWAI CHUNG",140,"N",9608,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","71079750","001","000003865","AC","VS100DUR","01","SHA TIN",204,"N",248,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","96013578","001","000092451","AC","PF1000DUN","01","WAN CHAI",11,"N",188,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94552304","001","000074846","AC","VS100FSR","01","WAN CHAI",50,"N",158,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","91757401","001","000054543","AC","VPXMXMDUXX","01","KOWLOON BAY",109,"N",122,"","","N","SCFY"
31-MAR-19,"GN07913","CN00011132","91347153","001","000088435","AC","VS100FSN","01","CHEUNG SHA WAN",115,"N",1188,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95808473","002","000092870","AC","VS100DUN","01","TO KWA WAN",14,"Y",90,"Downsizing / Cut cost","Downsizing / Cut cost","N","SCFY"
31-MAR-19,"GN99999","CN99999999","93945988","001","000066083","AC","VS100DUN","01","HUNG HOM",76,"N",208,"","","N","SCFY"
31-MAR-19,"GN00108","CN00011873","94693801","116","000083746","AC","PF1000DUNW0","01","TAI PO",46,"N",,"","","N","SCFD"
31-MAR-19,"GN00412","CN00000171","94267234","002","000079293","AC","PF100DUN","01","TUEN MUN",62,"N",22593,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","90173758","001","000074288","AC","VS100F6N","01","HUNG HOM",133,"N",1000,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94858172","001","000079696","AC","VS100FSR","01","CENTRAL DISTRICT",40,"Y",426,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","N","SCFY"
31-MAR-19,"GN99999","CN99999999","73382293","001","000012161","AC","VPXMXMDURN","01","SHEUNG WAN",177,"N",276,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","75213017","001","000020863","AC","ES100DUN","01","HUNG HOM",153,"N",178,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94309549","001","000071176","AC","VS100DUR","01","LAI CHI KOK",61,"N",140,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","90797135","001","000035622","AC","VS100FSR","01","KWUN TONG",123,"N",644,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94325040","001","000071501","AC","VS100DUN","01","TUEN MUN",60,"N",178,"","","N","SCFY"
31-MAR-19,"GN01070","CN00014644","95294088","001","000089650","AC","VAXMXMFSXX","01","TSIM SHA TSUI",27,"N",2280,"","","N","SCFD"
31-MAR-19,"GN04072","CN99999999","95771747","001","000091884","AC","VS100FSN","01","SHEUNG WAN",15,"N",168,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","96029277","006","000093082","AC","VS100FSN","01","TUEN MUN",10,"N",1176,"","","N","SCFY"
31-MAR-19,"GN09047","CN00012524","94003092","001","000066829","AC","VS100DUN","01","HUNG HOM",74,"N",198,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","91896803","001","000055244","AC","VPXMXMDUXX","01","CHEUNG SHA WAN",108,"N",138,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95946620","001","000092189","AC","PF1000FSH","01","SHAM SHUI PO",12,"N",3000,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94734035","001","000077796","AC","PF100DUR","01","TUEN MUN",44,"N",90,"","","N","SCFY"
31-MAR-19,"GN06307","CN00009271","70929369","001","000038032","AC","EAXMXMFSXX","01","SAN PO KONG",206,"N",2680,"","","N","SCFY"
31-MAR-19,"GN02793","CN00004374","93868867","005","000084306","AC","PF100F8N","01","TSIM SHA TSUI",79,"N",598,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","94435278","001","000073327","AC","PF100FSR","01","KWUN TONG",54,"Y",299,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY"
31-MAR-19,"GN99999","CN99999999","94792108","001","000078678","AC","VS100DUR","01","SHEUNG WAN",42,"N",140,"","","N","SCFY"
31-MAR-19,"GN00423","CN00006237","95413472","001","000082715","AC","PF300DUN","01","FANLING",25,"N",6287.89,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","72712102","001","000010331","AC","VS030DUN","01","SHEUNG WAN",184,"N",116,"","","N","SCFY"
31-MAR-19,"GN03888","CN00006328","75320440","001","000021371","AC","VP2M2MDU2X","01","TSING YI",151,"N",328,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","92166040","001","000056574","AC","VS030DUN","01","SHA TIN",105,"N",190,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94390507","001","000072605","AC","VS100FSN","01","KOWLOON BAY",57,"N",320,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","93287480","001","000060570","AC","VS100DUR","01","TUEN MUN",92,"N",166,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94556099","001","000074870","AC","VPXMXMDURN","01","HUNG HOM",50,"N",150,"","","N","SCFY"
31-MAR-19,"GN05896","CN00008811","90240581","001","000056427","AC","VS030DUR","01","NORTH POINT",132,"N",2164,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95625125","001","000088457","AC","VS100FSN","01","SHAM SHUI PO",18,"N",188,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","93641330","001","000077438","AC","VS100FSR","01","TUEN MUN",87,"N",1254,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95828299","001","000090898","AC","PF100DUN","01","KOWLOON BAY",14,"N",90,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","75763011","003","000064860","AC","PF100FSR","01","WAN CHAI",146,"N",3112,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95038527","001","000081971","AC","VS100DUN","01","YAU MA TEI",34,"N",158,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","90286543","001","000029657","IS","VP2M2MDU2X","01","MA WAN",131,"N",,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95981460","001","000092183","IS","PF100DUN","01","WAN CHAI",11,"Y",,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95670303","001","000089139","AC","VS100F8X","01","TUEN MUN",17,"N",900,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","75796177","001","000024095","AC","PF100DUN","01","MONG KOK",145,"N",174,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95503199","001","000087155","AC","PF100FSN","01","KWAI CHUNG",22,"N",388,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","76021906","002","000061900","AC","VS100FSR","01","CHEUNG SHA WAN",142,"N",198,"","","N","SCFY"
31-MAR-19,"GN02726","CN00004068","74866799","030","000075812","AC","PF1000DUNW0","01","TAI KOK TSUI",157,"N",720,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","94032554","001","000067188","AC","VS100DUN","01","KWAI CHUNG",73,"N",140,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94119070","001","000088720","AC","PF100FSN","01","KWUN TONG",69,"N",350,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94116241","001","000068286","AC","VS100DUN","01","TAI KOK TSUI",69,"N",223,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","93078129","001","000059897","IS","VPXMXMDUXX","01","WAN CHAI",95,"N",,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","71720536","001","000006035","AC","VS030DUN","01","CAUSEWAY BAY",197,"Y",334,"Downsizing / Cut cost","Downsizing / Cut cost","N","SCFY"
31-MAR-19,"GN99999","CN99999999","92861814","001","000059233","AC","VS100DUN","01","TSUEN WAN",97,"N",140,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95144028","001","000083032","AC","PF100DUR","01","KWUN TONG",31,"N",213.35,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","91505552","001","000088882","AC","VS100DUN","01","TUEN MUN",113,"N",800,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","74395328","001","000016750","AC","VS050DUR","01","KWUN TONG",163,"N",155,"","","N","SCFY"
31-MAR-19,"GN11241","CN00014902","74513110","001","000079979","AC","PF100DUR","01","CHEK LAP KOK",162,"N",318,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","90612078","002","000054921","AC","PF100DUR","01","TSUEN WAN",126,"N",178,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","75806513","002","000033248","AC","VS030FSR","01","CHAI WAN",145,"N",304,"","","N","SCFY"
31-MAR-19,"GN09637","CN00013114","94903739","001","000083704","AC","PF100F6N","01","SHA TIN",38,"N",1600,"","","N","SCFY"
31-MAR-19,"GN00108","CN00011873","94693801","004","000077188","AC","PF1000DUNW0","01","WONG TAI SIN",46,"N",,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","94059144","001","000067590","AC","ES100DUN","01","TSUEN WAN",72,"N",140,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94855723","001","000079649","AC","VAXMXMFSRN1","01","MONG KOK",40,"N",169,"","","N","SCFY"
31-MAR-19,"GN00423","CN00006237","71308050","001","000074143","AC","PF100FSR","01","KOWLOON BAY",201,"N",161562.7,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","74788670","004","000087655","AC","VS100DUN","01","KWAI CHUNG",158,"N",145,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","73817702","001","000014181","AC","PF100DUR","01","MONG KOK",171,"N",201.23,"","","N","SCFY"
31-MAR-19,"GN06573","CN00009760","94543527","001","000074710","AC","VS100FSR","01","TSIM SHA TSUI EAST",51,"N",368,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95368858","001","000085540","AC","VS100FSN","01","KWUN TONG",26,"N",222,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95605820","001","000089528","AC","VS100FSN","01","KWAI CHUNG",19,"N",163,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94551066","001","000074804","AC","PF1KDUV","01","SHA TIN",50,"N",290,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","93914976","001","000065543","AC","VS100DUN","01","SAN PO KONG",77,"N",250,"","","N","SCFY"
31-MAR-19,"GN02632","CN00003845","95768545","004","000090436","AC","PF1000FSH","01","MA ON SHAN",15,"N",7400,"","","N","SCFD"
31-MAR-19,"GN03888","CN00006328","94655180","001","PON000113","AC","PF100FSSIP","01","SHA TIN",47,"N",,"","","N","SCFD"
31-MAR-19,"GN03888","CN00006328","94655180","001","PON000021","AC","PF100FSSIP","01","TSUEN WAN",47,"N",,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","95904207","001","000091529","AC","VS100FSN","01","KWAI CHUNG",13,"N",138,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95634929","001","000088560","AC","PF300FSN","01","SAI YING PUN",18,"Y",380,"Relocate to non-coverage(w/prof)","Relocate to non-coverage(w/prof)","N","SCFY"
31-MAR-19,"GN99999","CN99999999","92600527","001","000058318","AC","VS030DUR","01","KOWLOON BAY",100,"Y",250,"Network Problem","Network Problem","N","SCFY"
31-MAR-19,"GN99999","CN99999999","93804417","001","000090447","AC","VS100DUN","01","MONG KOK",82,"N",118,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95194338","001","000083526","AC","PF100DUN","01","TSUEN WAN",30,"N",90,"","","N","SCFY"
31-MAR-19,"GN06168","CN00009129","91818856","002","000060542","AC","PF300F6N","01","WONG CHUK HANG",109,"N",2525,"","","N","SCFY"
31-MAR-19,"GN03888","CN00006328","94655180","001","PON000096","AC","PF100FSSIP","01","KOWLOON TONG",47,"N",,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","96017231","001","000092496","AC","VS100DUN","01","CHEUNG SHA WAN",10,"N",140,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","92300672","001","000057114","AC","VS100DUR","01","KWAI CHUNG",103,"N",188,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94303294","001","000071039","AC","VS030FSN","01","SHA TIN",61,"N",310,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95992228","001","000091326","AC","PF1000DUN","01","TSIM SHA TSUI",11,"Y",198,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","N","SCFY"
31-MAR-19,"GN01221","CN00001354","74727793","011","000091750","AC","VAXMXMF8X","01","SHA TIN",159,"N",8844.6,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","91675348","001","000054152","AC","EPXMXMDUXX","01","HUNG HOM",110,"Y",181,"Closing Business","Closing Business","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95246781","001","000090944","AC","VS100FSN","01","NORTH POINT",29,"N",388,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95399614","001","000085895","AC","VS100FSN","01","SHA TIN",25,"N",198,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","73774010","001","000013971","AC","VS100DUR","01","TSIM SHA TSUI",171,"Y",246,"Relocate to non-coverage(w/prof)","Relocate to non-coverage(w/prof)","N","SCFY"
31-MAR-19,"GN99999","CN99999999","75080226","001","000020139","AC","VS100DUR","01","SAN PO KONG",154,"N",852.84,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95373817","001","000085601","AC","VS100DUN","01","KOWLOON BAY",26,"N",90,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","92391739","001","000057491","AC","ES030DUR","01","TSIM SHA TSUI EAST",102,"Y",183,"Downsizing / Cut cost","Downsizing / Cut cost","N","SCFY"
31-MAR-19,"GN02726","CN00004068","74866799","071","000081097","AC","PF1000DUNW0","01","TAI KOK TSUI",157,"N",720,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","75784041","001","000024027","IS","PF100DUR","01","KWUN TONG",145,"Y",,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","Y","SCFY"
31-MAR-19,"GN11331","CN00014993","95036281","001","000081954","AC","PF100FSR","01","HUNG HOM",34,"N",7287.03,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94205333","001","000092712","AC","VS030FSN","01","HUNG HOM",65,"N",292,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95520326","001","000087324","AC","VS100DUN","01","CENTRAL DISTRICT",22,"N",128,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","70974704","002","000019318","AC","VS030FSR","01","TSUEN WAN",205,"N",370,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","74621780","001","000017877","AC","VS100DUR","01","NORTH POINT",160,"N",183,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94921699","001","000085468","AC","VS100DUN","01","KOWLOON BAY",38,"Y",289,"Closing Business","Closing Business","N","SCFY"
31-MAR-19,"GN99999","CN99999999","96080734","001","000092944","AC","PF1000FSN","01","TSIM SHA TSUI",9,"N",228,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94340148","001","000079578","AC","VS100DUR","01","CHAI WAN",59,"N",208,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","76505429","003","000053724","IS","VS100DUR","01","HUNG HOM",140,"N",169,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","75647602","001","000023181","AC","PF100DUP","01","SHA TIN",147,"N",218,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","90822917","001","000036755","AC","PF100DUR","01","TUEN MUN",123,"N",352,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95851069","001","000091100","AC","PF100FSV","01","KWUN TONG",14,"N",220,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","90772922","001","000035162","AC","PF100DUR","01","SHA TIN",124,"N",138,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","92545698","001","000058081","AC","VPXMXMDURN","01","HUNG HOM",100,"N",517,"","","N","SCFY"
31-MAR-19,"GN02471","CN00003578","95987723","001","000092214","AC","PF1000F6H","01","CENTRAL DISTRICT",11,"N",1300,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95392049","001","000085812","AC","VS100DUN","01","KWAI CHUNG",25,"Y",178,"Downsizing / Cut cost","Downsizing / Cut cost","N","SCFY"
31-MAR-19,"GN99999","CN99999999","78991726","004","000057778","AC","VS030FSR","01","HUNG HOM",135,"N",466,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","96145586","001","000093479","AC","VS100DUSA","01","TSEUNG KWAN O",8,"N",,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","92345453","001","000057264","AC","EAXMXMFSRN1","01","KOWLOON BAY",103,"N",296,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95715587","001","000089591","AC","VS100FSN","01","KWUN TONG",16,"N",188,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95244976","001","000084061","AC","PF100DUN","01","HUNG HOM",29,"N",140,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95064101","001","000083586","AC","PF100F6N","01","SHA TIN",33,"N",1225,"","","N","SCFY"
31-MAR-19,"GN01721","CN00014556","95135638","003","000086002","AC","PF500FSH","01","QUARRY BAY",31,"N",4040,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","94141595","001","000068633","AC","VS030DUN","01","TSUEN WAN",68,"N",165,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","90589029","003","000054144","AC","VS100DUR","01","KWAI CHUNG",126,"N",167,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95478772","001","000086923","AC","VS100DUN","01","TUEN MUN",23,"N",90,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","74490996","003","000067591","AC","ES100DUN","01","WAN CHAI",162,"N",198,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95902508","001","000091514","AC","PF100DUN","01","SAN PO KONG",13,"N",140,"","","N","SCFY"
31-MAR-19,"GN07884","CN00011102","93257400","001","000076570","AC","VS030FSR","01","CAUSEWAY BAY",93,"N",1505,"","","N","SCFY"
31-MAR-19,"GN06305","CN00011805","76177591","002","000048465","AC","VS100DUR","01","KWUN TONG",141,"N",1438,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95793600","001","000090554","AC","VS100DUSA","01","TUNG CHUNG",15,"N",90,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94152477","001","000068836","AC","VS100DUN","01","MONG KOK",67,"N",181,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94103173","001","000068116","AC","VS100DUN","01","KOWLOON BAY",70,"N",187,"","","N","SCFY"
31-MAR-19,"GN01710","CN00002091","75904938","007","000088093","AC","PF100FSH","01","TSING YI",144,"N",12178,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","93851988","001","000064555","AC","VS030DUR","01","TSUEN WAN",80,"N",698,"","","N","SCFY"
31-MAR-19,"GN00412","CN00004155","94267036","001","000077611","AC","PF1000DUNW0","01","SHAM TSENG",62,"N",42100,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","77964211","001","000027434","AC","VS030DUR","01","SHA TIN",137,"N",169,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","70944475","001","000003364","AC","ES030DUN","01","SHA TIN",206,"N",258,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95144432","001","000083042","AC","VS100DUN","01","KWAI CHUNG",31,"N",335.61,"","","N","SCFY"
31-MAR-19,"GN07593","CN00010799","94584158","001","000075266","AC","VS100FSN","01","CHAI WAN",49,"N",290,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94372976","001","000072735","AC","VS100DUSA","01","TSEUNG KWAN O",58,"N",411,"","","N","SCFY"
31-MAR-19,"GN00807","CN00003081","90532797","002","000052696","AC","VAXMXMFSXX","01","KWUN TONG",127,"N",541,"","","N","SCFY"
31-MAR-19,"GN00108","CN00011873","94693801","105","000082774","AC","PF1000DUNW0","01","MA ON SHAN",46,"N",,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","91028522","002","000054735","AC","PF100FSR","01","TIN SHUI WAI",120,"N",2022,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94392818","001","000072656","AC","VS100FSR","01","SHEUNG WAN",56,"N",343,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","76721620","001","000026248","AC","VS100FSR","01","CENTRAL DISTRICT",140,"N",300,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94579745","001","000075189","AC","VS100DUR","01","YAU TONG",50,"N",216,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95225785","001","000088607","AC","VS100FSN","01","TSUEN WAN",29,"N",386,"","","N","SCFY"
31-MAR-19,"GN03888","CN00006328","94305745","001","000071243","AC","VS100DUSP","01","TSING YI",61,"N",898,"","","N","SCFD"
31-MAR-19,"GN06073","CN00009005","93509206","005","000089492","AC","VS100DUN","01","KOWLOON BAY",89,"N",2668,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","93830396","001","000064213","AC","VS100DUN","01","KWUN TONG",81,"N",216,"","","N","SCFY"
31-MAR-19,"GN05959","CN00008882","90657149","018","000061074","AC","VS030FSR","01","KWUN TONG",125,"N",10668,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94728151","001","000077707","AC","VS100DUR","01","HUNG HOM",44,"Y",288,"Relocate to non-coverage(w/prof)","Relocate to non-coverage(w/prof)","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95258836","001","000084191","AC","PF1000DUN","01","TO KWA WAN",28,"Y",384,"Downsizing / Cut cost","Downsizing / Cut cost","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94042421","001","000067315","AC","VS100FSN","01","HUNG HOM",72,"N",340,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","72054901","001","000007670","AC","PF100DUR","01","KWUN TONG",193,"N",248,"","","N","SCFY"
31-MAR-19,"GN00401","CN00001086","93969368","012","000070662","AC","PF1000DUPW0","01","SHA TIN",75,"N",6090,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","94364643","001","000072235","AC","PF100DUP","01","TSUEN WAN",58,"N",228,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","74028309","001","000015026","AC","VPXMXMDURN","01","AP LEI CHAU",168,"N",159,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95154373","001","000083146","AC","VS100DUN","01","CENTRAL DISTRICT",31,"N",178,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","93900959","001","000065274","AC","VPXMXMDURN","01","KWUN TONG",77,"Y",155,"Closing Business","Closing Business","N","SCFY"
31-MAR-19,"GN99999","CN99999999","73850679","001","000014353","AC","VS100DUN","01","TSUEN WAN",170,"Y",170,"Network Problem","Network Problem","Y","SCFY"
31-MAR-19,"GN99999","CN99999999","92430446","001","000057610","AC","VAXMXMFSXX","01","TSIM SHA TSUI EAST",102,"N",288,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","91500710","002","000089398","AC","ES100DUN","01","KWUN TONG",113,"N",218,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94672748","001","000076783","AC","VS100DUR","01","NORTH POINT",46,"N",90,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94935491","001","000080784","AC","VS100DUR","01","KOWLOON BAY",37,"N",113,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","91557777","001","000052964","AC","VPXMXMDUXX","01","WAN CHAI",112,"N",100,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95823142","001","000090882","AC","PF100DUN","01","SAN PO KONG",14,"N",90,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94882925","001","000080063","AC","PF100DUR","01","TSUEN WAN",39,"N",90,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94150323","001","000068785","AC","VPXMXMDUXX","01","TSUEN WAN",67,"N",163,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94006418","001","000066883","AC","PF100DUN","01","KWUN TONG",74,"N",228,"","","N","SCFY"
31-MAR-19,"GN01886","CN00002401","71842173","017","000077105","AC","VAXMXMFSRN1","01","WAN CHAI",196,"N",38771.33,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","71577373","001","000005298","AC","VS030DUR","01","SHA TIN",199,"N",172,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","75793950","001","000024076","AC","VS100DUN","01","TUEN MUN",145,"N",276,"","","N","SCFY"
31-MAR-19,"GN03888","CN00006328","94655180","001","PON000038","AC","PF100FSSIP","01","WAN CHAI",47,"N",,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","93508950","001","000091206","AC","VS100DUN","01","TSUEN WAN",89,"N",238,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","74520818","001","000017326","AC","VS030DUR","01","SAN PO KONG",162,"N",272,"","","N","SCFY"
