"IMAGE","GN","CN","ACCT_NO","CONT_NO","LINE_NO","LINE_STAT","SERV_CODE","BILL_CYCL","DISTRICT","TENURE","CHURN","SECURED_REVENUE","CHURN_REASON","CHURN_GROUP","CURRENT_MTH_CHURN","COSTCENTRE"
30-JUN-19,"GN99997","CN99999997","94357456","001","000072135","AC","PF1000DUNW0","01","WAN CHAI",58,"N",,"","","N","SCFY"
30-JUN-19,"GN01597","CN00001949","90888132","007","000076594","AC","PF1000F6N","01","KOWLOON BAY",122,"N",12000,"","","N","SCFD"
30-JUN-19,"GN99998","CN99999998","92018217","001","000055886","AC","PF100DUR","01","CENTRAL DISTRICT",106,"N",206,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","95391041","001","000086195","AC","PF1000DUH","01","FANLING",25,"N",1250,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","91638213","001","000053930","AC","PF100DUN","01","KWUN TONG",111,"N",170,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","95283974","001","000084448","AC","VS100DUR","01","TUEN MUN",28,"N",200,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","95284279","001","000084453","AC","PF1000DUN","01","HUNG HOM",28,"Y",450,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY"
30-JUN-19,"GN02726","CN00004068","74866799","059","000080290","AC","PF1000DUNW0","01","TUEN MUN",157,"N",720,"","","N","SCFD"
30-JUN-19,"GN99995","CN99999995","95605762","002","000088267","AC","PF1000FSN","01","TSIM SHA TSUI",19,"N",2380,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","94427697","001","000073208","AC","ES100DUN","01","TSUEN WAN",54,"N",248,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","76005065","001","000025167","AC","VS030DUR","01","TUEN MUN",143,"N",100,"","","N","SCFY"
30-JUN-19,"GN99998","CN99999998","75718072","002","000064897","AC","PF100DUN","01","SHEUNG WAN",146,"N",182,"","","N","SCFY"
30-JUN-19,"GN00418","CN00001141","73609364","002","000085092","AC","VS100DUN","01","TSING YI",173,"N",23360,"","","N","SCFD"
30-JUN-19,"GN99998","CN99999998","75409474","001","000080935","AC","PF300DUR","01","TSIM SHA TSUI EAST",150,"N",235,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","95828729","001","000090912","AC","PF100DUN","01","CENTRAL DISTRICT",14,"N",90,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","91190454","001","000045395","AC","VS030DUR","01","TSUEN WAN",118,"N",169,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","75016964","001","000019803","AC","VAXMXMFM2X","01","KWUN TONG",155,"N",848,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","94529856","001","000074489","AC","VS100DUR","01","LAI CHI KOK",51,"N",90,"","","N","SCFY"
30-JUN-19,"GN99997","CN99999997","91274100","001","000048375","AC","VAXMXMFSXX","01","KWUN TONG",116,"N",220,"","","N","SCFY"
30-JUN-19,"GN99997","CN99999997","94109741","001","000068205","AC","VS100DUN","01","TSIM SHA TSUI",69,"N",739,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","95436457","001","000086445","AC","PF1000FSH","01","TIN SHUI WAI",24,"N",1250,"","","N","SCFY"
30-JUN-19,"GN00791","CN00014626","95284642","001","000084475","AC","PF100FSN","01","SHEUNG SHUI",28,"N",3450,"","","N","SCFD"
30-JUN-19,"GN09828","CN00013305","93602092","001","000062157","AC","VAXMXMFSRN1","01","SHA TIN",87,"N",220,"","","N","SCFY"
30-JUN-19,"GN00412","CN00000175","74251737","003","000089281","AC","PF100DUH","01","TAI PO",166,"N",47499,"","","N","SCFD"
30-JUN-19,"GN99996","CN99999996","90963448","001","000069806","AC","VS100DUN","01","TSUEN WAN",121,"N",173,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","94711843","001","000077466","AC","VS100DUN","01","CENTRAL DISTRICT",45,"N",180,"","","N","SCFY"
30-JUN-19,"GN00108","CN00011873","94693801","064","000080820","AC","PF1000DUNW0","01","HO MAN TIN",46,"N",,"","","N","SCFD"
30-JUN-19,"GN04310","CN00006750","93975134","001","000066545","AC","VS100FSN","01","KWAI CHUNG",74,"N",10312,"","","N","SCFD"
30-JUN-19,"GN04518","CN00007223","95742813","001","000090035","AC","PF500F6H","01","SHEUNG SHUI",16,"N",1300,"","","N","SCFD"
30-JUN-19,"GN99997","CN99999997","92542729","001","000084516","AC","VS100DUN","01","KWUN TONG",100,"N",205,"","","N","SCFY"
30-JUN-19,"GN00418","CN00001142","70245212","021","000085026","AC","VS100DUN","01","TSING YI",227,"N",32960,"","","N","SCFD"
30-JUN-19,"GN06010","CN00008936","94013547","001","000066964","AC","PF100FSN","01","SHA TIN",73,"N",8410,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","74172545","005","000081723","AC","VS030FSR","01","KOWLOON BAY",167,"N",1094,"","","N","SCFY"
30-JUN-19,"GN06235","CN00009199","94205481","001","000092126","AC","PF300FSN","01","WONG TAI SIN",65,"N",11796,"","","N","SCFY"
30-JUN-19,"GN99997","CN99999997","95426649","001","000086224","AC","VS100DUN","01","CHEUNG SHA WAN",24,"Y",178,"Downsizing / Cut cost","Downsizing / Cut cost","N","SCFY"
30-JUN-19,"GN01579","CN00004005","73530263","001","000088616","AC","PF1KF8XHR","01","TSEUNG KWAN O",175,"N",21616,"","","N","SCFD"
30-JUN-19,"GN99995","CN99999995","95559654","001","000087737","AC","VS100DUN","01","HUNG HOM",21,"N",140,"","","N","SCFY"
30-JUN-19,"GN00070","CN00000092","94310885","005","000087182","AC","PF1000FSH","01","CHEK LAP KOK",61,"N",14410,"","","N","SCFD"
30-JUN-19,"GN99995","CN99999995","93614238","001","000062219","AC","VS100DUR","01","TSUEN WAN",87,"N",265,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","94390879","001","000082156","AC","VS100DUR","01","CAUSEWAY BAY",57,"N",333,"","","N","SCFY"
30-JUN-19,"GN00412","CN00004155","94267036","001","000077621","AC","PF1000DUNW0","01","TUNG CHUNG",62,"N",42100,"","","N","SCFD"
30-JUN-19,"GN99998","CN99999998","93723799","001","000062898","AC","VS100DUR","01","KWUN TONG",85,"N",178,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","96005053","001","000092367","AC","VS100FSN","01","MONG KOK",11,"N",198,"","","N","SCFY"
30-JUN-19,"GN07697","CN00010910","94666203","001","000076676","AC","PF300F6R","01","CENTRAL DISTRICT",47,"N",3600,"","","N","SCFY"
30-JUN-19,"GN99997","CN99999997","72484892","001","000009601","AC","VS100DUR","01","TO KWA WAN",187,"N",223,"","","N","SCFY"
30-JUN-19,"GN10320","CN00013797","76809987","002","000090697","AC","PF1000DUN","01","SHA TIN",139,"N",318,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","90993858","001","000041826","AC","PF100DUN","01","KWUN TONG",121,"N",358,"","","N","SCFY"
30-JUN-19,"GN01504","CN00002399","73075558","010","000044614","AC","VS100FSN","01","MONG KOK",181,"N",565,"","","N","SCFD"
30-JUN-19,"GN99996","CN99999996","90775511","001","000072887","AC","VS100DUN","01","KOWLOON BAY",124,"N",2160,"","","N","SCFY"
30-JUN-19,"GN06040","CN00008969","93734770","001","000062966","AC","VS100FSR","01","KWUN TONG",85,"Y",380,"Closing Business","Closing Business","N","SCFY"
30-JUN-19,"GN99995","CN99999995","94473576","001","000075889","AC","VS100FSR","01","TSIM SHA TSUI",53,"Y",250,"Migration Order","Migration Order","N","SCFY"
30-JUN-19,"GN99996","CN99999996","74909607","001","000019267","AC","PF100DUN","01","CAUSEWAY BAY",157,"N",320,"","","N","SCFY"
30-JUN-19,"GN06235","CN00009199","94205481","001","000088603","AC","PF100FSN","01","TIN SHUI WAI",65,"N",11796,"","","N","SCFY"
30-JUN-19,"GN99998","CN99999998","93818151","002","000079675","AC","PF100FSN","01","CAUSEWAY BAY",81,"Y",1110,"Network Problem","Network Problem","N","SCFY"
30-JUN-19,"GN99996","CN99999996","95122966","001","000082787","AC","PF300DUN","01","CAUSEWAY BAY",32,"N",181,"","","N","SCFY"
30-JUN-19,"GN02364","CN00006315","93848257","001","000064492","AC","VA2M2MFM3X","01","KWUN TONG",80,"N",550,"","","N","SCFY"
30-JUN-19,"GN02688","CN00004173","78374816","002","000061085","AC","VS100FSR","01","CHEUNG SHA WAN",136,"N",2850,"","","N","SCFD"
30-JUN-19,"GN99998","CN99999998","72114200","001","000080020","AC","VS100DUR","01","SHA TIN",192,"N",394,"","","N","SCFY"
30-JUN-19,"GN99998","CN99999998","75229930","001","000064646","AC","VS100DUN","01","SHA TIN",153,"N",202,"","","N","SCFY"
30-JUN-19,"GN00423","CN00006237","71308050","001","000075011","AC","PF100FSR","01","TSEUNG KWAN O",201,"N",168761.2,"","","N","SCFD"
30-JUN-19,"GN99996","CN99999996","92668094","001","000089613","AC","VS100DUN","01","SAN PO KONG",99,"N",150,"","","N","SCFY"
30-JUN-19,"GN99998","CN99999998","94396538","001","000072730","AC","PF100DUN","01","KWAI CHUNG",56,"N",178,"","","N","SCFY"
30-JUN-19,"GN00403","CN00006249","70245253","009","000072208","AC","VA2M2MFS2X","01","MID-LEVELS",227,"N",48711.66,"","","N","SCFD"
30-JUN-19,"GN99995","CN99999995","90557828","001","000031872","AC","VAXMXMFSXX","01","WAN CHAI",127,"Y",290,"Closing Business","Closing Business","N","SCFY"
30-JUN-19,"GN99995","CN99999995","94375573","001","000072362","AC","VS030FSN","01","KWAI CHUNG",57,"N",288,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","95444261","001","000086477","AC","VS100DUN","01","KWAI CHUNG",24,"N",140,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","94709581","001","000077797","AC","VS100FSR","01","KWUN TONG",45,"N",318,"","","N","SCFY"
30-JUN-19,"GN99997","CN99999997","73270647","001","000011775","AC","EAXMXMFSRN1","01","SHEUNG WAN",178,"N",242,"","","N","SCFY"
30-JUN-19,"GN11210","CN00014864","95653879","001","000088804","AC","PF100FSHR","01","CENTRAL DISTRICT",18,"N",25520,"","","N","SCFD"
30-JUN-19,"GN99996","CN99999996","71139034","001","000004134","AC","PF100DUP","01","TSUEN WAN",203,"N",258,"","","N","SCFY"
30-JUN-19,"GN99998","CN99999998","74767393","002","000085835","AC","VS100DUN","01","NORTH POINT",158,"Y",407,"Downsizing / Cut cost","Downsizing / Cut cost","N","SCFY"
30-JUN-19,"GN99995","CN99999995","95671160","001","000089151","AC","VS100DUN","01","KWUN TONG",17,"N",123,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","94700663","001","000077290","AC","ES100FSR","01","CENTRAL DISTRICT",45,"N",498,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","90586710","001","000032130","AC","VS100DUN","01","SHA TIN",126,"Y",170,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY"
30-JUN-19,"GN00412","CN00004155","94267036","001","000070432","AC","PF1000DUPW0","01","SHA TIN",62,"N",42100,"","","N","SCFD"
30-JUN-19,"GN99998","CN99999998","94188604","001","000069326","AC","VS100DUN","01","WAN CHAI",66,"N",198,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","90497389","001","000030853","AC","VS100DUR","01","TSUEN WAN",128,"N",155,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","96212873","001","000094047","AC","PF1000FSN","01","CHEUNG SHA WAN",6,"N",358,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","94230158","001","000069956","AC","PF100DUN","01","KWUN TONG",64,"N",300,"","","N","SCFY"
30-JUN-19,"GN99997","CN99999997","73030900","001","000011044","AC","VS100DUN","01","CHAI WAN",181,"N",100,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","77461234","001","000027082","AC","VS100DUN","01","LAI CHI KOK",138,"N",258,"","","N","SCFY"
30-JUN-19,"GN02359","CN00003466","70976717","003","000094658","AC","PF16DH","01","SHEUNG WAN",205,"N",6000,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","94728755","001","000077715","AC","VS100DUSAR","01","TAI PO",44,"N",934,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","94933785","001","000080774","AC","PF1000DUR","01","CAUSEWAY BAY",37,"N",1916,"","","N","SCFY"
30-JUN-19,"GN03888","CN00006328","76916014","010","000093189","AC","PF100FSH","01","MONG KOK",139,"N",50236.05,"","","N","SCFD"
30-JUN-19,"GN99996","CN99999996","95702999","001","000089504","AC","PF100DUN","01","KWAI CHUNG",16,"N",140,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","94801586","001","000078820","AC","PF100FSR","01","MONG KOK",42,"N",220,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","93824977","001","000064148","AC","VS100DUSAR","01","KWAI CHUNG",81,"N",148,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","95299079","001","000084629","IS","PF100FSR","01","TSIM SHA TSUI",27,"N",1528,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","95538120","001","000093231","AC","PF1000DUN","01","TUNG CHUNG",21,"N",1004,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","76700434","001","000026225","AC","VS100DUR","01","TSUEN WAN",140,"N",299,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","94478187","001","000073872","AC","PF100DUR","01","SHEUNG WAN",53,"N",198,"","","N","SCFY"
30-JUN-19,"GN00423","CN00006237","95413472","001","000082602","AC","PF300DUN","01","TAI PO",25,"N",6287.89,"","","N","SCFD"
30-JUN-19,"GN99998","CN99999998","91851923","002","000090604","AC","VS030DUN","01","TSUEN WAN",108,"N",310,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","95128112","001","000082863","AC","VS100DUR","01","MONG KOK",32,"N",120,"","","N","SCFY"
30-JUN-19,"GN99997","CN99999997","94304961","001","000071062","AC","PF100FSN","01","TSUEN WAN",61,"N",409,"","","N","SCFY"
30-JUN-19,"GN07108","CN00015857","92232362","001","000056779","AC","VS030FSN","01","NORTH POINT",104,"N",482,"","","N","SCFY"
30-JUN-19,"GN99998","CN99999998","93106847","001","000060012","AC","VS100DUR","01","KOWLOON BAY",94,"N",481,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","76343813","001","000025776","AC","ES100FSR","01","KWUN TONG",141,"N",168,"","","N","SCFY"
30-JUN-19,"GN99998","CN99999998","74879974","001","000019113","AC","VS100DUN","01","CHEUNG SHA WAN",157,"N",140,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","94693579","001","000077114","AC","PF300DUR","01","KWAI CHUNG",46,"N",198,"","","N","SCFY"
30-JUN-19,"GN00412","CN00000175","74251737","003","000089100","AC","PF100DUH","01","CHAI WAN",166,"N",47499,"","","N","SCFD"
30-JUN-19,"GN99999","CN99999999","90857038","001","000082163","AC","ES100DUR","01","TSIM SHA TSUI EAST",122,"N",280,"","","N","SCFY"
30-JUN-19,"GN99998","CN99999998","94883923","001","000080087","AC","VS100DUR","01","KWAI CHUNG",39,"N",108,"","","N","SCFY"
30-JUN-19,"GN99998","CN99999998","95484358","001","000086985","AC","VS100DUN","01","CHEUNG SHA WAN",23,"N",268,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","90986274","001","000041562","AC","VS100DUN","01","SAN PO KONG",121,"N",202,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","95474037","001","000086863","AC","PF100DUN","01","NORTH POINT",23,"N",250,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","96222765","001","000094097","AC","PF1000FSN","01","TSEUNG KWAN O",6,"N",228,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","76820398","001","000026407","AC","VS030DUN","01","TSUEN WAN",139,"N",713,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","95900957","001","000091503","AC","PF100DUN","01","WAN CHAI",13,"N",140,"","","N","SCFY"
30-JUN-19,"GN00108","CN00011873","94693801","054","000079880","AC","PF1000DUNW0","01","LAM TIN",46,"N",,"","","N","SCFD"
30-JUN-19,"GN99996","CN99999996","92794791","001","000059020","AC","PF100DUN","01","KWAI CHUNG",98,"N",400,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","94996972","001","000081606","AC","PF100DUR","01","YAU MA TEI",35,"N",320,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","73539405","001","000012818","AC","VS100FSN","01","WAN CHAI",174,"N",300,"","","N","SCFY"
30-JUN-19,"GN99997","CN99999997","91492926","001","000086094","AC","VS100DUN","01","SHA TIN",113,"N",145,"","","N","SCFY"
30-JUN-19,"GN03888","CN00006328","94655180","001","PON000107","AC","PF100FSSIP","01","CENTRAL DISTRICT",47,"N",,"","","N","SCFD"
30-JUN-19,"GN99998","CN99999998","94700820","001","000077300","AC","VS100DUR","01","KWAI CHUNG",45,"N",140,"","","N","SCFY"
30-JUN-19,"GN99998","CN99999998","94659919","001","000086037","AC","VS100DUN","01","TUEN MUN",47,"N",288,"","","N","SCFY"
30-JUN-19,"GN99997","CN99999997","94540911","001","000074692","AC","VS100DUR","01","HUNG HOM",51,"N",243,"","","N","SCFY"
30-JUN-19,"GN99997","CN99999997","94947249","001","000080973","AC","VS100DUR","01","KWAI CHUNG",37,"N",90,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","75970947","001","000024979","AC","VS030DUN","01","TSUEN WAN",143,"N",170,"","","N","SCFY"
30-JUN-19,"GN01848","CN00006325","93289973","001","000060527","AC","VA2M2MFSRN","01","WAN CHAI",92,"N",1680,"","","N","SCFD"
30-JUN-19,"GN99995","CN99999995","94346871","001","000071941","AC","VS100DUN","01","CENTRAL DISTRICT",59,"N",170,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","94368230","001","000072253","AC","VS030DUN","01","CHAI WAN",58,"N",178,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","95193330","001","000083508","AC","VS100FSN","01","YAU TONG",30,"N",783,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","93956555","001","000066309","AC","VS100DUN","01","TSING YI",75,"N",190,"","","N","SCFY"
30-JUN-19,"GN99997","CN99999997","79015251","002","000085857","AC","VS100DUN","01","SAN PO KONG",135,"N",150,"","","N","SCFY"
30-JUN-19,"GN99998","CN99999998","93481240","001","000091534","AC","VPXMXMDUXX","01","YUEN LONG",89,"N",260,"","","N","SCFY"
30-JUN-19,"GN03888","CN00006328","94655180","001","PON000185","AC","PF100FSSIP","01","TSIM SHA TSUI",47,"N",,"","","N","SCFD"
30-JUN-19,"GN99998","CN99999998","75967505","001","000024956","AC","VPXMXMDURN","01","KWAI CHUNG",143,"N",136,"","","N","SCFY"
30-JUN-19,"GN00418","CN00001142","70245212","021","000084977","AC","VS100DUN","01","TSING YI",227,"N",32960,"","","N","SCFD"
30-JUN-19,"GN99995","CN99999995","72597875","001","000009980","AC","VS100FSR","01","SHA TIN",185,"N",288,"","","N","SCFY"
30-JUN-19,"GN99998","CN99999998","75850305","001","000024358","AC","VS100DUN","01","TSUEN WAN",145,"N",105,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","74001736","001","000070913","AC","VS030DUSAR","01","TSUEN WAN",169,"N",321,"","","N","SCFY"
30-JUN-19,"GN03825","CN00005881","95169876","001","000083374","AC","PF500F6N","01","SO KON PO",31,"N",3900,"","","N","SCFD"
30-JUN-19,"GN07890","CN00011108","94238888","001","000087544","AC","VS030DUN","01","KWUN TONG",64,"N",484,"","","N","SCFY"
30-JUN-19,"GN99998","CN99999998","70935796","001","000003297","AC","VAXMXMFSXX","01","CENTRAL DISTRICT",206,"N",793,"","","N","SCFY"
30-JUN-19,"GN99998","CN99999998","73811598","001","000092512","AC","VS100DUSA","01","TUEN MUN",171,"N",102,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","95890703","001","000091432","AC","PF100FSV","01","KWUN TONG",13,"N",220,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","94538741","001","000074644","AC","PF100DUR","01","MONG KOK",51,"N",124,"","","N","SCFY"
30-JUN-19,"GN00763","CN00002757","72082605","005","000078272","AC","PF100FS9X","01","TAI PO",193,"N",114400,"","","N","SCFD"
30-JUN-19,"GN99998","CN99999998","95211017","001","000083718","AC","VS100DUR","01","KWAI CHUNG",30,"N",288,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","93515971","001","000061720","AC","VS100DUR","01","TSUEN WAN",89,"N",140,"","","N","SCFY"
30-JUN-19,"GN99997","CN99999997","91893974","001","000055205","AC","VS030DUR","01","TSIM SHA TSUI",108,"N",178,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","74807702","001","000018794","AC","VS100FSR","01","TSIM SHA TSUI",158,"N",386,"","","N","SCFY"
30-JUN-19,"GN01833","CN00002292","79006789","013","000062098","AC","VS030FSR","01","SAN PO KONG",135,"N",13999.33,"","","N","SCFY"
30-JUN-19,"GN99997","CN99999997","93493401","001","000061584","IS","VS100DUR","01","SHA TIN",89,"N",,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","93784353","001","000089189","AC","VS100DUN","01","WAN CHAI",83,"N",189,"","","N","SCFY"
30-JUN-19,"GN99997","CN99999997","91920207","001","000055298","AC","VS100DUR","01","TSIM SHA TSUI",108,"N",152,"","","N","SCFY"
30-JUN-19,"GN00108","CN00011873","95604419","020","000079411","AC","PF1000DUNW0","01","WANG TAU HOM",19,"N",,"","","N","SCFD"
30-JUN-19,"GN99995","CN99999995","73118333","001","000011323","AC","VS030DUR","01","TUEN MUN",180,"N",228,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","94462868","001","000083308","AC","PF100DUN","01","CHAI WAN",53,"N",159,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","94896701","001","000080271","AC","VS030FSR","01","CAUSEWAY BAY",38,"N",651,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","94132602","001","000074501","AC","VS100DUR","01","CHEUNG SHA WAN",68,"N",119,"","","N","SCFY"
30-JUN-19,"GN99998","CN99999998","93365336","001","000093697","AC","PF1000DUP","01","KWAI CHUNG",91,"N",366,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","94538683","001","000074637","AC","PF100DUR","01","SHEUNG WAN",51,"N",198,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","90656927","001","000088111","AC","VS100DUN","01","KWUN TONG",125,"N",461,"","","N","SCFY"
30-JUN-19,"GN99997","CN99999997","94978228","001","000081410","AC","VPXMXMDURN","01","SHEUNG WAN",36,"N",138,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","96050653","001","000092698","AC","PF300FSN","01","TUEN MUN",10,"N",1680,"","","N","SCFY"
30-JUN-19,"GN01425","CN00001699","73319022","003","000018866","AC","VA3M3MFMRN","01","CENTRAL DISTRICT",178,"N",10656,"","","N","SCFD"
30-JUN-19,"GN99998","CN99999998","94298569","001","000070934","AC","PF100DUN","01","MONG KOK",61,"N",168,"","","N","SCFY"
30-JUN-19,"GN03888","CN00006328","94655180","001","PON000034","AC","PF100FSSIP","01","CHAI WAN",47,"N",,"","","N","SCFD"
30-JUN-19,"GN99997","CN99999997","95321014","001","000084818","AC","VPXMXMDUXX","01","WAN CHAI",27,"N",163,"","","N","SCFY"
30-JUN-19,"GN99997","CN99999997","78578812","001","000069895","AC","VPXMXMDUXX","01","MONG KOK",136,"N",143,"","","N","SCFY"
30-JUN-19,"GN04850","CN00007555","94724507","001","000077668","AC","PF1000F6R","01","YUEN LONG",44,"N",2080,"","","N","SCFD"
30-JUN-19,"GN10396","CN00013873","94125044","001","000068391","AC","VAXMXMFM2X","01","CHAI WAN",69,"N",980,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","95370169","001","000085559","AC","VS100DUN","01","TSUEN WAN",26,"N",90,"","","N","SCFY"
30-JUN-19,"GN00133","CN00000153","73102196","006","000078155","AC","PF1000F6N","01","LAI CHI KOK",181,"Y",87195,"(R) Others","(R) Others","Y","SCFD"
30-JUN-19,"GN99995","CN99999995","92097989","001","000056297","AC","VS100DUR","01","CAUSEWAY BAY",106,"N",140,"","","N","SCFY"
30-JUN-19,"GN06160","CN00009121","94573524","001","000075109","AC","VS030FSN","01","WAN CHAI",50,"N",268,"","","N","SCFY"
30-JUN-19,"GN00418","CN00001142","70245212","021","000084980","AC","VS100DUN","01","TSING YI",227,"N",32960,"","","N","SCFD"
30-JUN-19,"GN03888","CN00006328","94655180","001","PON000266","AC","PF100FSSIP","01","CENTRAL DISTRICT",47,"N",,"","","N","SCFD"
30-JUN-19,"GN03051","CN00006094","95897302","001","000093902","AC","PF100FSH","01","MONG KOK",13,"N",4938,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","95901351","001","000091509","AC","VS100DUN","01","TUEN MUN",13,"N",140,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","91365734","001","000050523","AC","VS100FSN","01","KWAI CHUNG",115,"N",503,"","","N","SCFY"
30-JUN-19,"GN99998","CN99999998","92721380","001","000064673","AC","VPXMXMDURN","01","TSEUNG KWAN O",98,"N",160,"","","N","SCFY"
30-JUN-19,"GN00108","CN00011873","94693801","041","000079399","AC","PF1000DUNW0","01","TUNG CHUNG",46,"N",,"","","N","SCFD"
30-JUN-19,"GN99998","CN99999998","95395232","001","000093194","AC","PF1000FSN","01","CENTRAL DISTRICT",25,"N",888,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","74617796","001","000017848","AC","VS100FSN","01","KWAI CHUNG",160,"N",260,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","94725298","001","000077682","AC","VS100DUR","01","TSUEN WAN",44,"N",178,"","","N","SCFY"
30-JUN-19,"GN07834","CN00011050","90462110","003","000031308","AC","VAXMXMFSXX","01","KWUN TONG",128,"N",457,"","","N","SCFY"
30-JUN-19,"GN03034","CN00004740","92592864","001","000058970","AC","VS050FSR","01","WONG CHUK HANG",100,"N",3184,"","","N","SCFD"
30-JUN-19,"GN00418","CN00001141","73609364","002","000085099","AC","VS100DUN","01","TSING YI",173,"N",23360,"","","N","SCFD"
30-JUN-19,"GN05678","CN00008536","95080529","001","000082392","AC","PF100F6N","01","CAUSEWAY BAY",33,"N",1500,"","","N","SCFD"
30-JUN-19,"GN99999","CN99999999","95499083","001","000087133","AC","VS030F6N","01","KWAI CHUNG",22,"N",1150,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","95973392","001","000092120","AC","VS100FSN","01","CENTRAL DISTRICT",11,"N",350,"","","N","SCFY"
30-JUN-19,"GN99999","CN99999999","95863650","001","000091205","AC","PF100FSN","01","WANG TAU HOM",13,"N",262,"","","N","SCFY"
30-JUN-19,"GN07303","CN00010508","90002650","001","000028181","AC","VPXMXMDUXX","01","TUEN MUN",135,"N",163,"","","N","SCFY"
30-JUN-19,"GN99998","CN99999998","73277451","001","000011803","AC","VS100DUR","01","SAN PO KONG",178,"N",246,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","94262417","001","000070378","AC","PF1000DUPW0","01","TUEN MUN",63,"N",,"","","N","SCFY"
30-JUN-19,"GN00412","CN00004155","94267036","002","000089855","AC","PF100DU1PW","01","STANLEY",62,"N",42100,"","","N","SCFD"
30-JUN-19,"GN99999","CN99999999","96017124","001","000092485","AC","PF1000DUN","01","KWUN TONG",10,"N",188,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","95460853","001","000086692","AC","PF300FSN","01","HUNG HOM",23,"N",328,"","","N","SCFY"
30-JUN-19,"GN99995","CN99999995","95258745","001","000084186","AC","VS100DUN","01","CHEUNG SHA WAN",28,"N",178,"","","N","SCFY"
30-JUN-19,"GN99996","CN99999996","94329737","001","000071600","AC","PF100DUN","01","TSIM SHA TSUI",60,"N",188,"","","N","SCFY"
