"IMAGE","NEWACCT_NO","LINE_STAT","BILL_CYCL","DISTRICT","TENURE","CHURN_REASON","CHURN_GROUP","CURRENT_MTH_CHURN","COSTCENTRE","EFFC_STRT_DATE","EFFC_EXP_DATE"
31-OCT-19,"95294088.001.000081624","AC","01","TSIM SHA TSUI",27,"","","N","SCFD",07-FEB-19,06-FEB-21
31-OCT-19,"95294088.001.000082942","AC","01","TSIM SHA TSUI",27,"","","N","SCFD",01-APR-19,31-MAR-21
31-OCT-19,"95294088.001.000082944","AC","01","WAN CHAI",27,"","","N","SCFD",07-APR-19,06-APR-21
31-OCT-19,"95294088.001.000089610","AC","01","WAN CHAI",27,"","","N","SCFD",27-JUL-18,26-JUL-20
31-OCT-19,"95294088.001.000089649","AC","01","KWUN TONG",27,"","","N","SCFD",24-JUL-18,23-JUL-20
31-OCT-19,"95294088.001.000089650","AC","01","TSIM SHA TSUI",27,"","","N","SCFD",27-JUL-18,26-JUL-20
31-OCT-19,"95294088.001.000089652","AC","01","TSIM SHA TSUI",27,"","","N","SCFD",10-AUG-18,09-AUG-20
31-OCT-19,"95294088.001.000089653","AC","01","TSIM SHA TSUI",27,"","","N","SCFD",10-AUG-18,09-AUG-20
31-OCT-19,"95294492.001.000084596","AC","01","KWAI CHUNG",27,"","","N","SCFY",22-JUL-19,21-JUL-21
31-JUL-19,"95294518.001.000084593","IS","01","KWUN TONG",27,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
30-APR-19,"95294534.001.000084591","IS","01","CENTRAL DISTRICT",27,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","Y","SCFY",,
31-OCT-19,"95294534.002.000095277","AC","01","CENTRAL DISTRICT",27,"","","N","SCFY",25-JUL-19,24-NOV-21
31-OCT-19,"95295358.001.000084599","AC","01","MA ON SHAN",27,"","","N","SCFY",29-JUL-19,28-JUL-21
31-OCT-19,"95295358.001.000084600","AC","01","MA ON SHAN",27,"","","N","SCFY",29-JUL-19,28-JUL-21
31-OCT-19,"95295366.001.000084601","AC","01","KWAI CHUNG",27,"","","N","SCFY",28-JUL-17,27-JUL-20
31-MAR-19,"95295374.001.000084602","IS","01","KOWLOON BAY",27,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","Y","SCFY",,
31-OCT-19,"95295382.001.000084603","AC","01","SAU MAU PING",27,"","","N","SCFY",26-AUG-19,25-AUG-21
31-OCT-19,"95295382.002.000088356","AC","01","SHAU KEI WAN",27,"","","N","SCFY",26-APR-18,25-APR-20
31-OCT-19,"95295382.003.000090458","AC","01","TSEUNG KWAN O",27,"","","N","SCFY",17-AUG-18,16-AUG-21
31-JUL-19,"95295424.001.000084607","AC","01","SAN PO KONG",27,"Network Problem","Network Problem","Y","SCFY",,
31-OCT-19,"95298139.001.000084615","AC","01","SHEUNG WAN",27,"","","N","SCFY",03-OCT-19,02-OCT-21
31-OCT-19,"95298501.001.000084616","AC","01","KWAI CHUNG",27,"","","N","SCFY",20-JUL-19,19-JUL-21
31-OCT-19,"95298501.001.000084617","AC","01","KWAI CHUNG",27,"","","N","SCFY",26-JUL-19,25-JUL-21
30-NOV-18,"95298519.001.000084622","AC","01","KWUN TONG",27,"Closing Business","Closing Business","Y","SCFY",,
30-APR-19,"95298527.001.000084621","AC","01","TO KWA WAN",27,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"95298535.001.000084620","AC","01","YAU MA TEI",27,"","","N","SCFY",06-AUG-18,05-AUG-21
31-OCT-19,"95298543.001.000084618","AC","01","SAN PO KONG",27,"","","N","SCFY",26-JUL-19,25-JUL-21
31-OCT-19,"95298543.001.000090330","AC","01","SAN PO KONG",27,"","","N","SCFY",01-AUG-18,31-JUL-20
31-OCT-19,"95298998.001.000084631","AC","01","SHA TIN",27,"","","N","SCFY",21-JUL-19,20-JUL-21
31-OCT-19,"95299012.001.000084628","AC","01","TUEN MUN",27,"","","N","SCFY",24-JUL-19,23-JUL-21
30-JUN-19,"95299020.001.000084627","AC","01","KWAI CHUNG",27,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"95299038.001.000084626","AC","01","KWAI CHUNG",27,"","","N","SCFY",01-AUG-19,31-JUL-21
31-OCT-19,"95299053.001.000085279","AC","01","SAN PO KONG",27,"","","N","SCFY",14-APR-18,13-OCT-20
31-OCT-19,"95299079.001.000084629","IS","01","TSIM SHA TSUI",27,"","","N","SCFY",21-JUL-19,20-JUL-20
31-JUL-19,"95299079.002.000084632","AC","01","QUARRY BAY",27,"Closing Business","Closing Business","Y","SCFY",,
31-OCT-19,"95299079.003.000085942","AC","01","TSIM SHA TSUI",27,"","","N","SCFY",,
31-OCT-19,"95299723.001.000084636","AC","01","ABERDEEN",27,"","","N","SCFY",16-AUG-17,15-AUG-20
31-OCT-19,"95299731.001.000084637","AC","01","KWUN TONG",27,"","","N","SCFY",16-AUG-19,15-AUG-21
31-OCT-19,"95299780.001.000084638","AC","01","HUNG HOM",27,"","","N","SCFY",20-SEP-19,19-SEP-21
31-OCT-19,"95300059.001.000084643","AC","01","KWAI CHUNG",27,"","","N","SCFY",28-JUL-19,27-JUL-21
31-OCT-19,"95300513.001.000084646","AC","01","MA ON SHAN",27,"","","N","SCFD",31-JUL-17,30-JUL-20
31-OCT-19,"95301040.001.000084649","AC","01","HUNG HOM",27,"","","N","SCFY",02-AUG-19,01-AUG-21
31-OCT-19,"95301040.001.000084769","AC","01","HUNG HOM",27,"","","N","SCFY",10-SEP-19,09-SEP-21
31-OCT-19,"95301263.001.000084652","AC","01","SHA TIN",27,"","","N","SCFY",01-AUG-19,31-JUL-21
31-OCT-19,"95301685.001.000084653","AC","01","YAU TONG",27,"","","N","SCFY",31-JUL-19,30-JUL-21
31-OCT-19,"95301685.001.000095330","AC","01","KENNEDY TOWN",27,"","","N","SCFY",02-AUG-19,01-AUG-21
31-OCT-19,"95302113.001.000084655","AC","01","SHA TAU KOK",27,"","","N","SCFY",07-DEC-17,06-DEC-20
31-OCT-19,"95302584.001.000085177","AC","01","CENTRAL DISTRICT",27,"","","N","SCFY",04-OCT-19,03-OCT-21
31-OCT-19,"95302584.001.000085232","AC","01","CENTRAL DISTRICT",27,"","","N","SCFY",03-OCT-19,02-OCT-21
31-OCT-19,"95302584.001.000085294","AC","01","CENTRAL DISTRICT",27,"","","N","SCFY",16-JUL-19,15-JUL-21
31-OCT-19,"95302600.001.000084662","IS","01","KWUN TONG",27,"","","N","SCFY",,
31-AUG-19,"95302626.001.000084661","IS","01","HUNG HOM",27,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","Y","SCFY",,
31-OCT-19,"95302956.001.000084668","IS","01","KWUN TONG",27,"","","N","SCFY",,
31-OCT-19,"95302972.001.000084683","AC","01","SHA TIN",27,"","","N","SCFY",26-JUL-19,25-JUL-21
31-OCT-19,"95303061.001.000084672","AC","01","YAU MA TEI",27,"","","N","SCFY",06-AUG-19,05-AUG-21
31-OCT-19,"95303558.001.000084673","AC","01","TUEN MUN",27,"","","N","SCFY",31-JUL-19,30-JUL-21
31-DEC-18,"95304689.001.000084685","AC","01","TSING YI",27,"Relocate to non-coverage(w/prof)","Relocate to non-coverage(w/prof)","Y","SCFY",,
31-OCT-19,"95304762.001.000084686","AC","01","MA ON SHAN",27,"","","N","SCFY",04-SEP-17,03-SEP-20
31-AUG-19,"95305025.001.000084689","AC","01","KWAI CHUNG",27,"No Use","No Use","Y","SCFY",,
30-JUN-19,"95306742.001.000084694","AC","01","SHA TIN",27,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-AUG-19,"95306767.001.000084695","AC","01","TSUEN WAN",27,"LACK OF SERVICE FEATURES","LACK OF SERVICE FEATURES","Y","SCFY",,
31-OCT-19,"95306809.001.000085213","AC","01","TSING YI",27,"","","N","SCFY",16-AUG-19,15-AUG-21
31-OCT-19,"95306908.001.000084699","AC","01","AP LEI CHAU",27,"","","N","SCFD",11-AUG-19,10-AUG-21
31-OCT-19,"95306957.001.000084723","AC","01","ABERDEEN",27,"","","N","SCFD",01-SEP-19,31-AUG-21
31-OCT-19,"95307021.001.000084703","AC","01","KWAI CHUNG",27,"","","N","SCFY",06-SEP-19,05-SEP-21
31-JUL-19,"95307054.001.000084704","AC","01","CHAI WAN",27,"Closing Business","Closing Business","Y","SCFY",,
31-OCT-19,"95307799.001.000084724","AC","01","TAI PO",27,"","","N","SCFY",09-AUG-19,08-AUG-21
31-OCT-19,"95307906.001.000084706","AC","01","SHA TIN",27,"","","N","SCFY",12-SEP-19,11-SEP-21
31-OCT-19,"95307963.001.000084707","AC","01","HUNG HOM",27,"","","N","SCFY",27-JUL-19,26-JUL-21
31-JUL-19,"95308086.001.000084709","AC","01","TSUEN WAN",27,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"95308094.001.000084710","AC","01","KWUN TONG",27,"","","N","SCFY",28-JUL-19,27-JUL-21
31-OCT-19,"95308136.001.000084712","AC","01","TSZ WAN SHAN",27,"","","N","SCFY",08-AUG-17,07-AUG-20
31-OCT-19,"95308136.002.000091530","AC","01","WANG TAU HOM",27,"","","N","SCFY",28-NOV-18,27-NOV-19
31-OCT-19,"95308201.001.000084715","AC","01","SAN PO KONG",27,"","","N","SCFY",27-JUL-19,26-JUL-21
31-OCT-19,"95308219.002.000086832","AC","01","TUEN MUN",27,"","","N","SCFY",30-DEC-17,29-DEC-20
31-OCT-19,"95308599.001.000084722","AC","01","TSIM SHA TSUI",27,"","","N","SCFY",20-SEP-19,19-SEP-21
31-OCT-19,"95308607.001.000084721","AC","01","TIN SHUI WAI",27,"","","N","SCFY",14-OCT-19,13-OCT-21
31-OCT-19,"95308615.001.000084720","AC","01","SAN PO KONG",27,"","","N","SCFY",09-AUG-19,08-AUG-21
31-OCT-19,"95308698.001.000084719","AC","01","FANLING",27,"","","N","SCFY",19-AUG-19,18-AUG-21
31-OCT-19,"95308706.001.000084718","AC","01","CHAI WAN",27,"","","N","SCFY",31-JUL-19,30-JUL-21
31-OCT-19,"95308706.002.000092240","AC","01","CHAI WAN",27,"","","N","SCFY",10-JAN-19,09-JAN-21
31-OCT-19,"95308748.001.000052517","AC","01","TSUEN WAN",27,"","","N","SCFY",01-JUL-19,30-JUN-21
31-OCT-19,"95308748.002.000052587","AC","01","TSUEN WAN",27,"","","N","SCFY",01-JUL-19,30-JUN-21
31-OCT-19,"95308748.005.000058697","AC","01","CAUSEWAY BAY",27,"","","N","SCFY",,
31-OCT-19,"95308748.006.000052515","AC","01","TSUEN WAN",27,"","","N","SCFY",05-JUL-19,04-JUL-21
31-OCT-19,"95308748.006.000069659","AC","01","TSUEN WAN",27,"","","N","SCFY",15-JUL-18,14-JUL-20
31-OCT-19,"95308748.007.000058722","AC","01","TUEN MUN",27,"","","N","SCFY",,
31-OCT-19,"95308797.001.000037863","AC","01","YAU MA TEI",27,"","","N","SCFY",07-OCT-19,06-OCT-21
31-OCT-19,"95308797.001.000055577","AC","01","YAU MA TEI",27,"","","N","SCFY",28-JAN-19,27-JAN-21
31-OCT-19,"95308797.001.000055580","AC","01","YAU MA TEI",27,"","","N","SCFY",11-JAN-19,10-JAN-21
31-OCT-19,"95308797.001.000064953","AC","01","YAU MA TEI",27,"","","N","SCFY",01-JUL-19,30-JUN-21
31-OCT-19,"95308797.001.000086808","AC","01","YAU MA TEI",27,"","","N","SCFY",08-DEC-17,07-DEC-19
31-OCT-19,"95309407.001.000084729","AC","01","KOWLOON BAY",27,"","","N","SCFY",02-AUG-19,01-AUG-21
31-OCT-19,"95309431.001.000084727","AC","01","YAU MA TEI",27,"","","N","SCFY",12-APR-19,11-AUG-21
31-OCT-19,"95309779.001.000084737","AC","01","ABERDEEN",27,"","","N","SCFY",01-AUG-19,31-JUL-21
31-OCT-19,"95309787.001.000084738","AC","01","SHA TIN",27,"","","N","SCFY",04-AUG-19,03-AUG-21
31-JUL-19,"95309795.001.000084739","AC","01","TSUEN WAN",27,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"95309803.001.000084740","AC","01","KOWLOON BAY",27,"","","N","SCFY",04-AUG-19,03-AUG-21
31-OCT-19,"95309894.001.000084741","AC","01","SHA TIN",27,"","","N","SCFY",28-JUL-19,27-JUL-21
31-OCT-18,"95310348.001.000084744","IS","01","SHEUNG SHUI",27,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","Y","SCFY",,
31-MAR-19,"95310363.001.000084745","AC","01","CAUSEWAY BAY",27,"Network Problem","Network Problem","Y","SCFY",,
31-MAR-19,"95310363.001.000085223","AC","01","CAUSEWAY BAY",27,"Network Problem","Network Problem","Y","SCFY",,
31-DEC-18,"95310363.001.000091433","AC","01","CAUSEWAY BAY",27,"","","N","SCFY",,
31-OCT-19,"95310470.001.000084748","AC","01","LAI CHI KOK",27,"","","N","SCFY",02-JUL-19,01-JUL-21
30-NOV-18,"95310520.001.000084749","IS","01","KWAI CHUNG",27,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","Y","SCFY",,
31-OCT-19,"95310587.001.000084751","AC","01","SHEUNG WAN",27,"","","N","SCFY",31-JUL-19,30-JUL-21
31-OCT-19,"95310603.001.000084752","AC","01","MONG KOK",27,"","","N","SCFY",07-AUG-19,06-AUG-21
31-JUL-19,"95311056.001.000084754","AC","01","KWUN TONG",27,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-JUL-19,"95311296.001.000084758","AC","01","TUEN MUN",27,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"95311544.001.000084760","AC","01","WAN CHAI",27,"","","N","SCFD",08-AUG-17,07-AUG-20
31-OCT-19,"95311544.002.000085200","AC","01","NORTH POINT",27,"","","N","SCFD",24-AUG-19,23-AUG-22
31-OCT-19,"95312021.001.000084764","AC","01","CENTRAL DISTRICT",27,"","","N","SCFY",07-AUG-19,06-AUG-21
31-OCT-19,"95312039.001.000084763","AC","01","TSEUNG KWAN O",27,"","","N","SCFY",23-AUG-19,22-AUG-21
31-OCT-19,"95312096.001.000084765","AC","01","TUEN MUN",27,"","","N","SCFY",28-SEP-17,29-MAR-20
31-OCT-19,"95312096.001.000084810","AC","01","TUEN MUN",27,"","","N","SCFY",03-AUG-19,02-AUG-21
31-OCT-19,"95312096.001.000084811","AC","01","TUEN MUN",27,"","","N","SCFY",03-AUG-19,02-AUG-21
31-OCT-19,"95312096.001.000084821","AC","01","TUEN MUN",27,"","","N","SCFY",04-AUG-19,03-AUG-21
31-OCT-19,"95312161.001.000084766","AC","01","KOWLOON BAY",27,"","","N","SCFY",01-AUG-19,31-JUL-21
31-OCT-19,"95312286.001.000084768","AC","01","KWUN TONG",27,"","","N","SCFY",01-AUG-19,31-JUL-21
31-OCT-19,"95312310.001.000084770","AC","01","ABERDEEN",27,"","","N","SCFY",08-AUG-19,07-AUG-21
31-OCT-19,"95312468.001.000084771","AC","01","KOWLOON BAY",27,"","","N","SCFY",07-AUG-19,06-AUG-21
31-OCT-19,"95312559.001.000084773","AC","01","MA ON SHAN",27,"","","N","SCFY",06-OCT-19,05-OCT-21
31-OCT-19,"95312724.001.000084774","AC","01","ABERDEEN",27,"","","N","SCFY",08-AUG-17,07-AUG-20
31-JAN-19,"95312914.001.000084776","AC","01","TUEN MUN",27,"Relocate to non-coverage(w/prof)","Relocate to non-coverage(w/prof)","Y","SCFY",,
31-OCT-18,"95313615.001.000084777","IS","01","KWUN TONG",27,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","Y","SCFY",,
31-MAR-19,"95313631.001.000084778","IS","01","KOWLOON BAY",27,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","Y","SCFY",,
31-OCT-19,"95313649.001.000084781","AC","01","HUNG HOM",27,"","","N","SCFD",11-AUG-19,10-AUG-21
31-AUG-19,"95314944.001.000084787","AC","01","KWAI CHUNG",27,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"95314985.001.000084790","AC","01","TSUEN WAN",27,"","","N","SCFY",31-JUL-19,30-AUG-21
31-OCT-19,"95315057.001.000084793","AC","01","KWUN TONG",27,"","","N","SCFY",02-AUG-19,01-AUG-20
31-OCT-19,"95315057.002.000088778","AC","01","KWUN TONG",27,"","","N","SCFY",12-MAY-18,11-MAY-20
31-OCT-19,"95315339.001.000084796","AC","01","KOWLOON BAY",27,"","","N","SCFD",10-AUG-19,09-AUG-20
31-OCT-19,"95315560.001.000092365","AC","01","ABERDEEN",27,"","","N","SCFD",01-JAN-19,31-DEC-21
31-OCT-19,"95315701.001.000084798","AC","01","LAU FAU SHAN",27,"","","N","SCFY",30-NOV-17,29-NOV-27
31-OCT-19,"95315701.001.000084828","AC","01","CENTRAL DISTRICT",27,"","","N","SCFY",28-SEP-18,26-SEP-28
31-OCT-19,"95315701.001.000084832","AC","01","TSIM SHA TSUI",27,"","","N","SCFY",31-DEC-17,30-DEC-27
31-OCT-19,"95315701.001.000084835","AC","01","TSIM SHA TSUI",27,"","","N","SCFY",17-AUG-17,16-AUG-27
31-OCT-19,"95315701.001.000084836","AC","01","TSIM SHA TSUI",27,"","","N","SCFY",17-AUG-17,16-AUG-27
31-OCT-19,"95315701.001.000084837","AC","01","TSIM SHA TSUI",27,"","","N","SCFY",17-AUG-17,16-AUG-27
31-OCT-19,"95315701.001.000084838","AC","01","TSIM SHA TSUI",27,"","","N","SCFY",31-AUG-17,30-AUG-27
31-OCT-19,"95315701.001.000084841","AC","01","LAU FAU SHAN",27,"","","N","SCFY",30-NOV-17,29-NOV-27
31-OCT-19,"95315701.001.000084842","AC","01","LAU FAU SHAN",27,"","","N","SCFY",30-NOV-17,29-NOV-27
31-OCT-19,"95315701.001.000084843","AC","01","LAU FAU SHAN",27,"","","N","SCFY",30-NOV-17,29-NOV-27
31-OCT-19,"95315701.001.000084846","AC","01","LAU FAU SHAN",27,"","","N","SCFY",30-NOV-17,29-NOV-27
31-OCT-19,"95315701.001.000084847","AC","01","LAU FAU SHAN",27,"","","N","SCFY",30-NOV-17,29-NOV-27
31-OCT-19,"95315701.001.000084848","AC","01","LAU FAU SHAN",27,"","","N","SCFY",30-NOV-17,29-NOV-27
31-OCT-19,"95315701.001.000084881","AC","01","LAM TIN",27,"","","N","SCFY",30-SEP-17,29-SEP-27
31-OCT-19,"95315701.001.000084882","AC","01","LAM TIN",27,"","","N","SCFY",30-SEP-17,29-SEP-27
31-OCT-19,"95315701.001.000084883","AC","01","TUNG CHUNG",27,"","","N","SCFY",29-DEC-17,28-DEC-27
31-OCT-19,"95315701.001.000084884","AC","01","TUNG CHUNG",27,"","","N","SCFY",29-DEC-17,28-DEC-27
31-OCT-19,"95315701.001.000086990","AC","01","TSIM SHA TSUI",27,"","","N","SCFY",15-FEB-18,14-FEB-28
31-OCT-19,"95315701.001.000086991","AC","01","TSIM SHA TSUI",27,"","","N","SCFY",23-NOV-17,22-NOV-27
31-OCT-19,"95315701.001.000086992","AC","01","TSIM SHA TSUI",27,"","","N","SCFY",25-FEB-19,23-FEB-29
31-OCT-19,"95315701.001.000086993","AC","01","TSIM SHA TSUI",27,"","","N","SCFY",28-FEB-19,26-FEB-29
31-OCT-19,"95315701.001.000086995","AC","01","TSIM SHA TSUI",27,"","","N","SCFY",31-MAR-19,29-MAR-29
31-OCT-19,"95315701.001.000086998","AC","01","TSIM SHA TSUI",27,"","","N","SCFY",31-MAR-19,29-MAR-29
31-OCT-19,"95315701.001.000087163","AC","01","CENTRAL DISTRICT",27,"","","N","SCFY",,
31-OCT-19,"95315701.001.000087164","AC","01","CENTRAL DISTRICT",27,"","","N","SCFY",,
31-OCT-19,"95315701.001.000087166","AC","01","CENTRAL DISTRICT",27,"","","N","SCFY",,
31-OCT-19,"95315701.001.000088460","AC","01","CAUSEWAY BAY",27,"","","N","SCFY",28-MAR-19,27-MAR-29
31-OCT-19,"95315701.001.000088461","AC","01","CAUSEWAY BAY",27,"","","N","SCFY",24-NOV-18,23-NOV-28
31-OCT-19,"95315701.001.000088463","AC","01","CAUSEWAY BAY",27,"","","N","SCFY",31-MAR-19,30-MAR-29
31-OCT-19,"95315701.001.000088464","AC","01","CAUSEWAY BAY",27,"","","N","SCFY",31-MAR-19,30-MAR-29
31-OCT-19,"95315701.001.000088465","AC","01","CAUSEWAY BAY",27,"","","N","SCFY",28-MAR-19,27-MAR-29
31-OCT-19,"95315701.001.000089510","AC","01","CENTRAL DISTRICT",27,"","","N","SCFY",28-SEP-18,27-SEP-28
31-OCT-19,"95315701.001.000091276","AC","01","CENTRAL DISTRICT",27,"","","N","SCFY",,
31-OCT-19,"95315701.001.000093691","AC","01","CAUSEWAY BAY",27,"","","N","SCFY",30-APR-19,29-APR-29
31-OCT-19,"95315701.001.000093692","AC","01","CAUSEWAY BAY",27,"","","N","SCFY",30-APR-19,29-APR-29
31-OCT-19,"95315701.001.000093693","AC","01","CAUSEWAY BAY",27,"","","N","SCFY",30-APR-19,29-APR-29
31-OCT-19,"95315701.001.000093694","AC","01","CAUSEWAY BAY",27,"","","N","SCFY",30-APR-19,29-APR-29
31-OCT-19,"95315701.001.000094439","AC","01","CAUSEWAY BAY",27,"","","N","SCFY",03-JUN-19,02-JUN-29
31-OCT-19,"95315701.001.000094684","AC","01","WAN CHAI",27,"","","N","SCFY",10-SEP-19,09-SEP-29
31-OCT-19,"95315701.001.000094685","AC","01","WAN CHAI",27,"","","N","SCFY",10-SEP-19,09-SEP-29
31-OCT-19,"95315701.001.000095384","AC","01","MONG KOK",27,"","","N","SCFY",31-JUL-19,30-JUL-29
31-OCT-19,"95315701.001.000095385","AC","01","MONG KOK",27,"","","N","SCFY",31-JUL-19,30-JUL-29
31-OCT-19,"95318127.001.000084800","AC","01","TUEN MUN",27,"","","N","SCFY",07-AUG-19,06-AUG-21
31-OCT-19,"95318556.001.000084804","AC","01","KWUN TONG",27,"","","N","SCFY",14-AUG-19,13-AUG-21
28-FEB-19,"95318986.001.000084808","IS","01","LAI CHI KOK",27,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","Y","SCFY",,
31-OCT-19,"95318986.002.000094558","IS","01","LAI CHI KOK",27,"","","N","SCFY",27-JUN-19,26-JAN-22
31-OCT-19,"95318986.002.000094646","IS","01","LAI CHI KOK",27,"","","N","SCFY",27-JUN-19,26-JUN-21
31-OCT-19,"95319075.001.000084809","AC","01","KWAI CHUNG",27,"","","N","SCFY",,
31-JUL-19,"95320321.001.000084812","AC","01","KWAI CHUNG",27,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"95320370.001.000084814","AC","01","HUNG HOM",27,"","","N","SCFY",04-AUG-19,03-AUG-21
31-OCT-19,"95320446.001.000084815","AC","01","KWAI CHUNG",27,"","","N","SCFY",12-AUG-19,11-AUG-21
31-OCT-19,"95320941.001.000085458","AC","01","CHAI WAN",27,"","","N","SCFY",06-SEP-19,05-SEP-21
31-OCT-19,"95320990.001.000084822","AC","01","TUEN MUN",27,"","","N","SCFY",08-AUG-19,07-AUG-21
31-OCT-19,"95321006.001.000084820","AC","01","MONG KOK",27,"","","N","SCFY",26-AUG-19,25-AUG-21
31-OCT-19,"95321014.001.000084818","AC","01","WAN CHAI",27,"","","N","SCFY",06-AUG-19,05-AUG-20
31-OCT-19,"95321030.001.000084819","AC","01","NORTH POINT",27,"","","N","SCFY",04-AUG-19,03-AUG-21
31-OCT-19,"95321428.002.000084833","AC","01","TIN SHUI WAI",27,"","","N","SCFD",01-SEP-17,31-AUG-20
31-OCT-19,"95321428.002.000084834","AC","01","TIN SHUI WAI",27,"","","N","SCFD",15-SEP-19,14-SEP-21
31-OCT-19,"95321600.001.000085205","AC","01","SHA TIN",27,"","","N","SCFY",25-AUG-19,24-AUG-21
31-OCT-19,"95322400.001.000084867","AC","01","KWUN TONG",27,"","","N","SCFD",20-AUG-19,19-AUG-21
31-OCT-19,"95322756.001.000084851","AC","01","KOWLOON BAY",27,"","","N","SCFY",01-AUG-19,31-AUG-21
31-OCT-19,"95322806.001.000084852","AC","01","SHA TIN",27,"","","N","SCFY",17-AUG-19,16-AUG-21
31-AUG-19,"95322939.001.000084857","AC","01","WAN CHAI",27,"Closing Business","Closing Business","Y","SCFY",,
31-OCT-19,"95322947.002.000091101","AC","01","SHEUNG SHUI",27,"","","N","SCFD",27-SEP-18,26-SEP-21
31-OCT-19,"95322962.001.000084858","AC","01","LAM TIN",27,"","","N","SCFY",09-AUG-19,08-AUG-21
31-OCT-19,"95323093.001.000084861","AC","01","HUNG HOM",27,"","","N","SCFY",06-AUG-19,05-AUG-21
30-NOV-18,"95323101.001.000084862","IS","01","TUEN MUN",27,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","Y","SCFY",,
31-OCT-19,"95323168.001.000084863","AC","01","FANLING",27,"","","N","SCFY",19-AUG-19,18-AUG-21
31-JUL-19,"95323234.001.000084864","AC","01","SAN PO KONG",27,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-JUL-19,"95323234.001.000085245","AC","01","SAN PO KONG",27,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"95323358.001.000084865","AC","01","HUNG HOM",27,"","","N","SCFY",10-AUG-19,09-AUG-21
31-OCT-19,"95323465.001.000084868","AC","01","SHEUNG WAN",27,"","","N","SCFY",11-AUG-19,10-AUG-21
31-OCT-19,"95323473.001.000084871","AC","01","SHA TIN",27,"","","N","SCFY",17-AUG-19,16-AUG-21
31-OCT-19,"95323481.001.000084872","AC","01","HUNG HOM",27,"","","N","SCFY",14-AUG-19,13-AUG-20
31-JUL-19,"95323499.001.000084873","AC","01","TSUEN WAN",27,"Closing Business","Closing Business","Y","SCFY",,
31-OCT-19,"95323515.001.000084874","AC","01","NORTH POINT",27,"","","N","SCFY",15-AUG-19,14-AUG-21
31-JAN-19,"95324190.001.000084877","AC","01","SHA TIN",27,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-JUL-19,"95324968.001.000084886","AC","01","WAN CHAI",27,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
30-NOV-18,"95325163.001.000084891","IS","01","SHEUNG WAN",27,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","Y","SCFY",,
31-OCT-19,"95325189.001.000084889","AC","01","SAN PO KONG",27,"","","N","SCFY",08-AUG-19,07-AUG-21
31-OCT-19,"95325205.001.000084890","AC","01","TSIM SHA TSUI",27,"","","N","SCFY",25-AUG-17,24-AUG-20
31-JAN-19,"95325239.001.000084892","AC","01","LAI CHI KOK",27,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"95325247.001.000084893","IS","01","TSUEN WAN",27,"","","N","SCFY",,
31-OCT-19,"95325312.001.000084894","AC","01","TSUEN WAN",27,"","","N","SCFY",12-AUG-19,11-AUG-21
31-OCT-19,"95325767.001.000084895","AC","01","KWAI CHUNG",27,"","","N","SCFY",10-AUG-19,09-AUG-21
30-APR-19,"95325841.001.000084898","AC","01","TUEN MUN",27,"Relocate to non-coverage(w/prof)","Relocate to non-coverage(w/prof)","Y","SCFY",,
31-OCT-19,"95326039.001.000084900","AC","01","KWAI CHUNG",27,"","","N","SCFY",15-AUG-19,14-AUG-21
31-OCT-19,"95327631.001.000085164","AC","01","SHA TIN",27,"","","N","SCFY",11-AUG-19,10-AUG-21
31-OCT-19,"95327664.001.000085165","AC","01","SHEUNG SHUI",27,"","","N","SCFD",28-AUG-17,27-AUG-20
